# Constructed from biom file
#OTU ID	CWB1	MRM1	CWB3	FPP2	FWB2	MWB2	RPP1	RPB2	BRM1	FRR2	CRR1	BRM2	SPB2	BWB3	RRR2	BRR1	CPP2	MRR1	MPB1	SRM1	SPP3	BPP3	BWB1	BRM3	MRM3	SRR2	BWA1	CWA3	RPP3	RPB3	BWB2	CPB3	CWA1	FWA1	SPB3	MPB2	CRM3	RRR1	BWA2	SRM3	RWA3	RRM2	MPP3	FWB1	SWB2	SWA3	CRR3	MRM2	CRR2	RWB1	SRR1	FRM3	FRR3	SWB1	FPB3	RWB2	MRR2	MRR3	RRM1	FWA3	CPP3	MWA3	MPP2	BRR2	BPB1	RRM3	BPB2	CRM2	MPB3	FRR1	SPP1	BPP1	FWA2	SWA1	BWA3	FPP1	CPB2	CWB2	FPP3	MWB3	SWB3	BRR3	RPP2	CPP1	MWB1	SRM2	BPP2	SPB1	FPB1	RWA2	SRR3	RWB3	FWB3	BPB3	RPB1	SWA2	MPP1	FPB2	RWA1	MWA1	CWA2	FRM1	SPP2	RRR3	CRM1	CPB1	FRM2	MWA2
309.1183_344.2704	520617.0	1375620.0	457927.0	707539.0	418896.0	1505490.0	902671.0	1458850.0	961749.0	529911.0	992703.0	1091590.0	786475.0	583064.0	1216920.0	1231610.0	569764.0	2183330.0	1326420.0	891953.0	978634.0	912276.0	849505.0	764053.0	1388300.0	790434.0	1814250.0	396835.0	1052730.0	813753.0	529236.0	507447.0	444347.0	684982.0	1209970.0	1551720.0	628053.0	1085430.0	1921980.0	1208140.0	591475.0	645896.0	3458170.0	357476.0	1003030.0	919559.0	783715.0	1479730.0	734727.0	480346.0	1114520.0	711774.0	576898.0	917931.0	947620.0	490583.0	2265010.0	2027790.0	771800.0	829783.0	501075.0	1797490.0	2986170.0	1303120.0	1246900.0	705071.0	833863.0	651568.0	1519450.0	527577.0	1183860.0	1307010.0	654370.0	908194.0	1899690.0	773294.0	364075.0	452137.0	1062960.0	1161970.0	1015970.0	1306370.0	818294.0	671906.0	1478220.0	984074.0	1160030.0	1078680.0	997772.0	619042.0	826528.0	493989.0	340600.0	1170700.0	829144.0	871036.0	2614510.0	866075.0	513546.0	1487140.0	374086.0	662332.0	1105530.0	1510900.0	839581.0	386022.0	658869.0	1822040.0
118.0869_ 23.9214	304685.0	1910040.0	252967.0	556968.0	1214900.0	3546870.0	1988410.0	1945510.0	2075190.0	354166.0	358025.0	1810370.0	1623810.0	3368820.0	2749580.0	2410000.0	866646.0	2882250.0	1724040.0	1175720.0	675038.0	1139800.0	3331520.0	1837180.0	1687360.0	1619200.0	1151570.0	372390.0	1951830.0	1780450.0	2971910.0	197893.0	187218.0	578058.0	1132400.0	2016060.0	360856.0	2995520.0	79710.5	1357930.0	2906690.0	2785310.0	376972.0	1033600.0	2260310.0	1077240.0	406143.0	1883400.0	372542.0	2789880.0	2011080.0	912232.0	479458.0	2215930.0	594344.0	3075860.0	2335640.0	2836210.0	2790210.0	593286.0	599135.0	1056020.0	1259680.0	2929610.0	1938250.0	2170130.0	1115920.0	349500.0	1027900.0	389703.0	1234950.0	1601990.0	972979.0	893998.0	1704180.0	684275.0	194619.0	233018.0	580428.0	3620060.0	2088480.0	2512070.0	1434430.0	829740.0	2778610.0	1287760.0	1841410.0	1345290.0	726610.0	2598100.0	1685880.0	2829120.0	631042.0	1737170.0	1822030.0	1209010.0	1456690.0	739044.0	2457510.0	2478550.0	339005.0	412748.0	903964.0	2479190.0	319284.0	212304.0	492467.0	2134100.0
L-Tyrosine_r29	1706970.0	12977000.0	1951990.0	12852300.0	12400900.0	12359900.0	14020800.0	12033300.0	13167000.0	11584500.0	2420450.0	11790300.0	11757500.0	10975300.0	10100900.0	8834830.0	6019800.0	14508700.0	10825300.0	10158700.0	11796500.0	12268800.0	10793500.0	13203100.0	10775700.0	12415000.0	4401180.0	3154230.0	12517100.0	11925500.0	12035600.0	1535890.0	94738.29688	8909870.0	7142340.0	11593500.0	1004840.0	9857160.0	424976.0	9777990.0	8793180.0	13523900.0	5100830.0	12675000.0	11835000.0	14510200.0	1911480.0	13101800.0	2592960.0	13059900.0	13817900.0	14640300.0	8833640.0	9834780.0	9144990.0	13822500.0	14050900.0	14520900.0	12509900.0	7102140.0	5571500.0	6142770.0	14921000.0	12595100.0	11153400.0	13623600.0	8136630.0	1850080.0	11284600.0	12484400.0	9507110.0	12393900.0	8955620.0	13600400.0	4175840.0	11054600.0	1548990.0	1639070.0	11113700.0	12610200.0	13106700.0	12237100.0	12533900.0	114675.0	10192300.0	10772900.0	14360300.0	11461700.0	8394800.0	7834920.0	12605400.0	12127300.0	12951700.0	11158400.0	11711000.0	13337800.0	14779800.0	9220950.0	8244180.0	8408120.0	3017130.0	10881300.0	8888690.0	7743420.0	2326350.0	1377790.0	14576000.0	8658350.0
147.0485_ 31.3169	144704.0	442760.0	144927.0	591234.0	258700.0	427910.0	359776.0	316640.0	305610.0	968314.0	142289.0	239443.0	74106.79688	345840.0	157247.0	255559.0	124751.0	385689.0	304049.0	723547.0	621726.0	248586.0	363808.0	283715.0	371639.0	299705.0	281556.0	225940.0	107910.0	154051.0	357020.0	116188.0	68929.20313	124123.0	377010.0	291066.0	86126.89844	161886.0	553460.0	249076.0	207524.0	447841.0	1356070.0	626893.0	330120.0	324673.0	140849.0	434779.0	147227.0	504816.0	408852.0	185033.0	30305.30078	100162.0	124358.0	487512.0	378532.0	378204.0	418554.0	501919.0	118603.0	330567.0	564052.0	378386.0	261403.0	450838.0	540000.0	84426.79688	144122.0	801475.0	589644.0	104238.0	137669.0	346757.0	254145.0	419452.0	121721.0	161505.0	432140.0	417373.0	309757.0	322388.0	327908.0	115477.0	134017.0	218839.0	385334.0	369761.0	116639.0	192108.0	890598.0	418418.0	577582.0	251035.0	310146.0	326515.0	489829.0	108273.0	231378.0	190865.0	212900.0	206382.0	501709.0	106956.0	106995.0	123099.0	988930.0	263173.0
659.9844_ 42.5390	292966.0	1319710.0	246621.0	150345.0	948934.0	592347.0	1643430.0	2125200.0	1378590.0	308536.0	331365.0	1614400.0	191480.0	590825.0	1825960.0	1759870.0	394577.0	1575670.0	2952560.0	4240320.0	1886020.0	4412980.0	621295.0	1427020.0	3126720.0	186088.0	2466310.0	156865.0	1604810.0	1717140.0	615696.0	317486.0	1158620.0	684273.0	3310030.0	3042360.0	290535.0	1627560.0	6610270.0	1251260.0	691643.0	1200460.0	3011580.0	703356.0	1388780.0	961864.0	453059.0	1399320.0	428867.0	607260.0	43463.5	997171.0	109434.0	76235.5	2556240.0	663201.0	1488790.0	1408280.0	264135.0	1158410.0	386979.0	3997100.0	2894910.0	1481170.0	2325910.0	1370410.0	5342450.0	240701.0	3833310.0	275125.0	2451470.0	3736580.0	1499080.0	1136920.0	852914.0	197223.0	336073.0	264679.0	562827.0	545915.0	1261140.0	1602590.0	2040050.0	361359.0	267153.0	271613.0	1928270.0	116245.0	1450240.0	802215.0	182902.0	487674.0	580650.0	4379970.0	2593820.0	1027960.0	1605210.0	2062260.0	843999.0	732643.0	228987.0	946450.0	2302940.0	1720830.0	427882.0	145765.0	781292.0	766044.0
560.3948_345.5929	2066210.0	6147020.0	2021800.0	3658780.0	1654580.0	6418050.0	5773480.0	6120390.0	4950890.0	2040650.0	4406260.0	5208070.0	4029530.0	3075740.0	6217710.0	5405020.0	2573600.0	8270340.0	5985950.0	4919490.0	4421090.0	6210880.0	2589790.0	3790810.0	6204390.0	3904700.0	8108070.0	1825680.0	6248850.0	4093010.0	4486460.0	1543520.0	2484440.0	3419180.0	4576590.0	5987540.0	2831370.0	6091540.0	9812120.0	4411610.0	3287950.0	3188140.0	6940630.0	1348400.0	3536020.0	4654170.0	4496580.0	7071750.0	3594660.0	2293320.0	4331960.0	3108950.0	1777390.0	3294700.0	3418980.0	2488180.0	8060160.0	8443330.0	3434620.0	3313220.0	2407030.0	6844210.0	6501960.0	5532840.0	5901380.0	2906360.0	4541210.0	2985730.0	6504880.0	2334780.0	5044400.0	6656530.0	3362350.0	5571310.0	8139980.0	4034490.0	1114680.0	2214550.0	3667400.0	5366910.0	3370830.0	5805060.0	5587240.0	2694090.0	6480690.0	4470860.0	5686850.0	4531930.0	3704500.0	3400920.0	3974430.0	2389340.0	1574510.0	4666970.0	3948750.0	5329800.0	5642740.0	3077530.0	3226890.0	6346440.0	1830590.0	3016180.0	3248940.0	5767800.0	2895950.0	1607100.0	2998980.0	6931950.0
265.1546_245.3792	641161.0	5088750.0	641125.0	2645890.0	354468.0	1582470.0	1961150.0	602956.0	4369610.0	1087970.0	217560.0	5301260.0	4427760.0	1949120.0	2286400.0	2795640.0	1012460.0	4445460.0	1906390.0	4745910.0	2332110.0	2962080.0	2050490.0	4521400.0	5195730.0	2787090.0	5272380.0	250771.0	1708340.0	1124630.0	1767560.0	528791.0	193328.0	1135860.0	3052610.0	1831700.0	279771.0	1468320.0	6057220.0	3211640.0	920787.0	2472310.0	5383800.0	384333.0	2768370.0	2940680.0	242936.0	5383550.0	186978.0	2128130.0	2817720.0	525689.0	898394.0	2372260.0	487576.0	2161110.0	3125370.0	4487580.0	2518930.0	855054.0	1173140.0	2923880.0	5348280.0	2926630.0	2283240.0	1902160.0	2310320.0	267158.0	1730650.0	668604.0	2767770.0	2798650.0	939609.0	2837290.0	2849720.0	4161320.0	89353.79688	664258.0	2708430.0	1232570.0	1513460.0	2835510.0	2428680.0	979471.0	2117210.0	3064660.0	2835030.0	2976580.0	421013.0	843961.0	2781960.0	1752940.0	604224.0	1916910.0	916155.0	2770070.0	6693780.0	379494.0	891334.0	4040890.0	206826.0	587969.0	4400250.0	2338400.0	236637.0	525076.0	765686.0	2362180.0
165.0600_ 39.0564	301475.0	5751180.0	158563.0	3871320.0	2764580.0	5947290.0	4600960.0	4193420.0	3522000.0	2380860.0	70813.89844	3249930.0	3936770.0	4673240.0	3814180.0	3121830.0	1474170.0	4835550.0	4011140.0	1819390.0	4999400.0	2976840.0	4640980.0	3435630.0	4885250.0	3562410.0	817288.0	993161.0	4384740.0	4249750.0	4708440.0	89940.5	349057.0	2228770.0	1459450.0	4210530.0	86887.0	3854240.0	62219.0	2915690.0	2864520.0	5923400.0	1251220.0	2889540.0	4105930.0	5142770.0	546983.0	5593420.0	201384.0	6819600.0	4810390.0	2678300.0	1624880.0	4398320.0	2305260.0	6727390.0	5174250.0	4696040.0	5937090.0	1742250.0	1365900.0	1474910.0	7157120.0	4991250.0	2907380.0	5820790.0	1934650.0	111623.0	3804170.0	2614750.0	2629200.0	4538630.0	2306770.0	4751200.0	891280.0	3835900.0	123601.0	110877.0	3809630.0	6267160.0	4369640.0	4748090.0	4466330.0	1136230.0	5116860.0	3274610.0	4686800.0	4273220.0	2289960.0	2638600.0	4867070.0	6043660.0	2674640.0	3237590.0	4098170.0	4318230.0	6085260.0	2499890.0	2314830.0	2183820.0	946038.0	2706870.0	2795000.0	2910990.0	87664.0	263011.0	2643780.0	2251340.0
381.0802_ 21.5450	2317610.0	1519010.0	2183420.0	1471880.0	2016620.0	932141.0	1188130.0	1600920.0	1356880.0	1704220.0	1280330.0	1187740.0	1833940.0	713057.0	1518600.0	846630.0	1277940.0	1383720.0	2142110.0	2930140.0	2005170.0	1438530.0	758627.0	1245720.0	1875100.0	1175380.0	1737100.0	2962250.0	1246090.0	1285630.0	719335.0	1366480.0	3316630.0	3052360.0	1882770.0	1860120.0	1677860.0	1622470.0	2418400.0	2296010.0	1036670.0	663256.0	2081670.0	2031110.0	1833980.0	2988620.0	1193070.0	1178150.0	1233230.0	694720.0	1318210.0	1767920.0	1766180.0	1815850.0	1617780.0	963235.0	1318120.0	1377580.0	222415.0	2725010.0	1131040.0	1781580.0	2724920.0	1407100.0	1937010.0	861751.0	2276050.0	1612950.0	1782100.0	1556120.0	1624490.0	1883330.0	2364720.0	2695270.0	1809200.0	1835830.0	1351820.0	2265120.0	1930110.0	763162.0	1846740.0	1034170.0	1110300.0	1274010.0	701552.0	2145500.0	1969110.0	2372540.0	1531790.0	997398.0	1501380.0	702849.0	1956740.0	1960190.0	1973710.0	2914160.0	1897310.0	1534610.0	876672.0	1270240.0	2723910.0	1837350.0	1874740.0	1520530.0	1640200.0	1307900.0	1624880.0	1201410.0
130.0762_ 26.5473	257804.0	1106760.0	372054.0	180275.0	132619.0	1948570.0	1384910.0	940377.0	720762.0	132523.0	2292340.0	690349.0	695145.0	2598380.0	679321.0	348307.0	150913.0	953085.0	1554010.0	281290.0	505804.0	397596.0	3196650.0	964460.0	2839530.0	560226.0	823668.0	4044520.0	1445350.0	808447.0	3099840.0	622292.0	218375.0	318201.0	459824.0	1755060.0	5273440.0	4124560.0	118111.0	5450700.0	3224500.0	396600.0	65516.60156	121851.0	4236050.0	5527270.0	54494.5	1025600.0	53278.19922	1883040.0	598314.0	146332.0	108218.0	562276.0	1884250.0	2337030.0	812931.0	949715.0	570672.0	310671.0	276628.0	788518.0	665140.0	493677.0	2656790.0	409937.0	580782.0	4117630.0	1245430.0	128846.0	432416.0	487036.0	357547.0	5019190.0	1544100.0	295737.0	525704.0	314819.0	267601.0	2092640.0	3944530.0	449587.0	1591710.0	462154.0	631970.0	5712310.0	632690.0	759308.0	1547970.0	3402960.0	625078.0	2924420.0	132515.0	2366130.0	2721610.0	5646410.0	734838.0	1627080.0	2618540.0	3617570.0	4820840.0	135920.0	445392.0	584866.0	4935460.0	250277.0	138316.0	1406250.0
Solanidine_r4	1573640.0	3940330.0	1312470.0	1751600.0	1026840.0	5434910.0	2232020.0	6085620.0	4245330.0	678442.0	2782040.0	2082940.0	1689280.0	1597670.0	3239610.0	4922900.0	1328710.0	4586640.0	3941150.0	2114570.0	1480210.0	1814320.0	2925520.0	1781650.0	3830210.0	1824030.0	3810320.0	1134970.0	2766480.0	2238460.0	3831970.0	882701.0	1398100.0	2326900.0	3294270.0	3760540.0	1647410.0	2451690.0	4199440.0	2094950.0	1855350.0	1774630.0	3675450.0	971594.0	1741740.0	2359060.0	2046400.0	3412580.0	1928050.0	1575520.0	2169970.0	1767250.0	1086400.0	1821720.0	2319360.0	1585220.0	4848550.0	4220920.0	2259580.0	2193920.0	1231070.0	4970950.0	4115920.0	4386910.0	4663780.0	1688950.0	2076010.0	1736290.0	4328770.0	726251.0	3599880.0	2492330.0	1907950.0	2230190.0	3923330.0	2367710.0	811828.0	1345780.0	4461420.0	3142180.0	1766990.0	4639590.0	2160110.0	1297090.0	4988710.0	2092560.0	2818280.0	2493230.0	2646150.0	1820840.0	1918270.0	1499920.0	961725.0	3026160.0	2116080.0	2163360.0	2418650.0	2059500.0	1678860.0	3697920.0	1113250.0	1611690.0	1768900.0	4072700.0	2217470.0	956180.0	1743010.0	5414090.0
132.1028_ 32.7029	1296540.0	4999620.0	801092.0	5427370.0	5894740.0	4928030.0	7147770.0	5136720.0	6044540.0	7092720.0	1394260.0	4979210.0	4167420.0	5099220.0	4888260.0	4756770.0	4744870.0	7089030.0	5059820.0	3706910.0	4525280.0	4492920.0	5092470.0	6083100.0	3644230.0	5069660.0	5571440.0	3170960.0	6914850.0	4825510.0	5005350.0	1190340.0	1381140.0	5530250.0	4359530.0	4696940.0	2261500.0	5006680.0	2113070.0	4717180.0	4890720.0	7694070.0	3444500.0	6472220.0	3882000.0	4531170.0	2980570.0	4895720.0	1654160.0	6970270.0	5358170.0	7869070.0	5894820.0	3691280.0	3787180.0	7226590.0	6918150.0	6466740.0	7074500.0	4515520.0	3644980.0	4294820.0	4918120.0	5745880.0	5891070.0	6390810.0	5401630.0	1792460.0	4716140.0	7081870.0	3404140.0	5239150.0	5217700.0	4359560.0	5427090.0	5373390.0	1036300.0	1285400.0	5468040.0	4900590.0	4933700.0	5193630.0	7810560.0	3602040.0	4701540.0	5034410.0	5225020.0	4214530.0	3881090.0	4773680.0	5136380.0	7050360.0	6401810.0	5161540.0	5766750.0	3936240.0	4977690.0	3441490.0	4870160.0	4532010.0	3193230.0	7239660.0	4039180.0	3563540.0	2328000.0	1268650.0	7296710.0	4795220.0
644.0101_  9.6948	433726.0	468066.0	371857.0	390931.0	418667.0	274085.0	576447.0	571984.0	559370.0	379064.0	371904.0	519141.0	407171.0	252236.0	509253.0	524611.0	386618.0	502138.0	544510.0	480401.0	380498.0	536244.0	297476.0	528427.0	465553.0	432012.0	267919.0	493097.0	587963.0	541011.0	271778.0	344310.0	440030.0	448226.0	368264.0	474044.0	469960.0	511167.0	500639.0	498972.0	237246.0	446778.0	451052.0	429303.0	444579.0	499226.0	341698.0	474044.0	336587.0	272639.0	507056.0	535576.0	375357.0	471153.0	353946.0	286659.0	403100.0	379628.0	246090.0	464861.0	379019.0	205902.0	500501.0	440849.0	526343.0	442503.0	470459.0	504178.0	455841.0	385943.0	392022.0	599492.0	474848.0	543281.0	263951.0	407000.0	352881.0	420193.0	381134.0	238462.0	415841.0	436575.0	568570.0	387587.0	234870.0	488267.0	548568.0	400793.0	409744.0	201658.0	387950.0	238210.0	402298.0	535843.0	515808.0	544597.0	606392.0	407205.0	193676.0	261232.0	493321.0	502524.0	383633.0	456636.0	544089.0	409110.0	442870.0	243670.0
DL-Indole-3-lactic acid_r2	817979.0	29116400.0	817291.0	10670000.0	11282500.0	168106.0	22054000.0	21888400.0	24664700.0	14499700.0	3312460.0	15772300.0	16385600.0	19441500.0	17775800.0	27661400.0	5082180.0	38444600.0	17131700.0	17832700.0	16373000.0	20420500.0	18594300.0	26902200.0	31082000.0	27370900.0	4073360.0	3869180.0	25404600.0	18508200.0	20219200.0	824302.0	4161180.0	12582300.0	13470300.0	11291800.0	1040190.0	15922200.0	2452860.0	19145100.0	8919720.0	33195000.0	17216700.0	11289900.0	15011600.0	13645800.0	3409950.0	36259500.0	3270020.0	33938600.0	28386100.0	22066000.0	14609900.0	15401000.0	11727900.0	40317600.0	35510800.0	42494500.0	40871300.0	11547500.0	4907160.0	7736260.0	26766200.0	26285500.0	15488900.0	42124700.0	14069700.0	1002670.0	13793300.0	16585300.0	72104.29688	21379300.0	10701700.0	13475400.0	148639.0	12195900.0	1141970.0	955108.0	11762200.0	16292800.0	17499200.0	13495200.0	17670700.0	4917640.0	24982100.0	17604700.0	21140900.0	16037600.0	10564500.0	9259290.0	28715800.0	37520900.0	11092000.0	13766200.0	20705500.0	17635300.0	38039600.0	13638600.0	12634700.0	8707270.0	4294240.0	20044600.0	14571500.0	16694900.0	1000170.0	895809.0	17792300.0	7869100.0
868.5081_344.8368	4908230.0	11760400.0	4025250.0	7410870.0	2950480.0	11255500.0	8507760.0	8564770.0	8289540.0	4824280.0	7831420.0	10744000.0	10770500.0	3768880.0	10563500.0	9768280.0	5115890.0	11821100.0	14540000.0	10799200.0	7590120.0	8142100.0	4764270.0	9818450.0	11151000.0	10438400.0	12190100.0	4156880.0	8901350.0	8211850.0	4750890.0	4777170.0	2746150.0	7358790.0	10327300.0	10986800.0	6157840.0	9523760.0	13734900.0	9811170.0	5913370.0	8013990.0	10552000.0	4085880.0	11081200.0	8797520.0	7903700.0	10029300.0	7336140.0	4623200.0	9498290.0	8301590.0	9135680.0	12210500.0	8516180.0	4506970.0	13088400.0	14073900.0	4749760.0	7599560.0	5333170.0	10789500.0	10893900.0	10553300.0	12555100.0	8348200.0	8999180.0	5917640.0	11201300.0	8962340.0	7920480.0	9558440.0	7225120.0	8725600.0	11611800.0	7891670.0	3895260.0	5203380.0	7645020.0	11776600.0	11740100.0	10511300.0	9223320.0	6019670.0	13617300.0	10508300.0	8577850.0	9336230.0	8500560.0	4908850.0	9660470.0	4285890.0	2742010.0	9710500.0	8037410.0	8269770.0	11560900.0	7812540.0	6295320.0	9410000.0	4145310.0	6608990.0	7666560.0	10588600.0	6827540.0	3069170.0	7836320.0	9797900.0
706.4515_347.4988	347086.0	533346.0	273711.0	345877.0	117449.0	545441.0	503333.0	383389.0	533744.0	145484.0	397383.0	512340.0	490617.0	456894.0	561956.0	463366.0	310918.0	728249.0	436024.0	509001.0	404818.0	427073.0	359037.0	289339.0	541756.0	459296.0	881542.0	254806.0	440994.0	457893.0	363629.0	168813.0	233364.0	313466.0	503517.0	505861.0	217279.0	753878.0	655361.0	472334.0	427694.0	411626.0	534401.0	220726.0	446556.0	413078.0	348628.0	587712.0	284948.0	497853.0	508825.0	312911.0	125045.0	449330.0	364668.0	387246.0	729833.0	899403.0	387710.0	356591.0	302666.0	570128.0	534389.0	541411.0	435671.0	354312.0	459772.0	193310.0	437751.0	168930.0	442024.0	487470.0	312410.0	426075.0	854496.0	378483.0	214593.0	313859.0	305051.0	581648.0	451698.0	473471.0	221046.0	240680.0	267540.0	506938.0	426626.0	458768.0	360654.0	418003.0	477312.0	404689.0	123648.0	379062.0	443883.0	530036.0	495815.0	335366.0	439286.0	493659.0	262587.0	336986.0	420135.0	449423.0	388734.0	236476.0	334128.0	570149.0
266.1640_238.1744	1324610.0	5094600.0	2026590.0	2667110.0	2980460.0	3194580.0	6040170.0	2665370.0	4820810.0	1495600.0	946054.0	5233470.0	5318830.0	5098010.0	2702690.0	4053690.0	2653530.0	4914550.0	3273000.0	6453780.0	2806110.0	4348590.0	7484810.0	3639960.0	6287760.0	5586300.0	4589390.0	915052.0	5886930.0	5625550.0	4991760.0	989225.0	1556980.0	1512580.0	4078970.0	3850320.0	899391.0	2813380.0	5382170.0	3814710.0	2723760.0	2645700.0	5376380.0	2607260.0	5133590.0	2301280.0	1994920.0	5348090.0	1296780.0	1535340.0	1732920.0	1399790.0	40136.5	5205840.0	4534680.0	2686640.0	3937160.0	4850820.0	5228940.0	2757620.0	2409950.0	2731530.0	4901610.0	1630800.0	5211970.0	5041900.0	6614050.0	1366640.0	4024200.0	2468850.0	3343180.0	4318610.0	7009110.0	4093310.0	3035380.0	9212990.0	3935080.0	1351720.0	4658120.0	4784580.0	5307250.0	2787860.0	6828460.0	2519690.0	9819980.0	3142160.0	5045010.0	5119160.0	3922970.0	2991130.0	5283470.0	1787160.0	2934360.0	3757000.0	3205940.0	3846390.0	5357890.0	2941750.0	2715980.0	2989110.0	981064.0	1399080.0	2882920.0	3036240.0	762293.0	1387080.0	1783540.0	2734680.0
136.0757_ 37.4408	167629.0	3097930.0	235677.0	1990370.0	1480590.0	3462870.0	2501720.0	2290200.0	1855590.0	1092430.0	250440.0	1762550.0	2057690.0	2604410.0	2083590.0	1768950.0	727841.0	2660670.0	2179120.0	1851050.0	2658240.0	2664940.0	2536890.0	1886740.0	2537840.0	1939180.0	496622.0	343186.0	2326210.0	2539990.0	2625470.0	75795.29688	177657.0	1153090.0	1479810.0	2289790.0	213985.0	2083370.0	149212.0	1411660.0	1437240.0	3084040.0	632700.0	1456310.0	2231910.0	2320770.0	344203.0	2952300.0	277557.0	3510100.0	2666930.0	1335660.0	973100.0	1852040.0	1213200.0	3562100.0	2866060.0	2500420.0	3138840.0	897849.0	666343.0	792016.0	4119810.0	2568560.0	1546150.0	3185120.0	943168.0	125266.0	2042860.0	1124990.0	1548140.0	2435810.0	1226280.0	2331220.0	511012.0	2027110.0	109561.0	160504.0	1863590.0	3683180.0	2146810.0	2406460.0	2364730.0	578146.0	2716750.0	1765150.0	2541780.0	2096440.0	1177920.0	1250750.0	2727640.0	3378100.0	1403890.0	1611070.0	2150200.0	2255420.0	3305370.0	1295690.0	1111080.0	1123300.0	476224.0	1397660.0	1446100.0	1390550.0	132395.0	76955.10156	1391130.0	1256960.0
852.5145_346.6689	7119880.0	12124800.0	6433520.0	10125500.0	5326500.0	9131970.0	12974700.0	11182600.0	12169600.0	7732300.0	11430500.0	11832200.0	14479400.0	7286220.0	12008500.0	8385120.0	9290540.0	17276800.0	11931200.0	12427000.0	12325000.0	9652500.0	7285370.0	10149800.0	12296100.0	10425900.0	13111000.0	8791560.0	14488600.0	10059200.0	7328880.0	5613740.0	5284390.0	9683210.0	13015900.0	12117300.0	7769920.0	11860800.0	21568100.0	12490100.0	7043980.0	7444470.0	15360400.0	5205910.0	11575500.0	10626700.0	10093100.0	14571200.0	10015400.0	5228640.0	11463700.0	9367790.0	8198130.0	10869900.0	11707000.0	5080670.0	16898000.0	15823700.0	7214100.0	9330750.0	8872520.0	10008200.0	14005100.0	6976440.0	11911400.0	7872680.0	12079500.0	7719110.0	11751600.0	7765560.0	10668500.0	9906840.0	9491660.0	11578700.0	12118100.0	11640900.0	5412570.0	6446820.0	10580200.0	9865990.0	11641600.0	7805850.0	13246800.0	9700180.0	9128360.0	12522300.0	14432200.0	14975600.0	11900200.0	7193730.0	10415400.0	4956850.0	5270260.0	12553200.0	10052500.0	11723700.0	14243800.0	13576400.0	7041140.0	10278700.0	6219690.0	9123770.0	12200000.0	10389800.0	9077930.0	7342510.0	8852300.0	10018200.0
163.0404_251.3158	874545.0	7424730.0	727949.0	4635720.0	901096.0	7558070.0	3586290.0	3712490.0	4678780.0	2731190.0	2671850.0	5419670.0	5769380.0	2179260.0	8746850.0	7245410.0	1831380.0	5419490.0	8539150.0	5417920.0	4813440.0	6895800.0	5137370.0	5848360.0	6075780.0	6701050.0	4442760.0	524308.0	3574170.0	3176930.0	3318010.0	1064490.0	363507.0	1788670.0	4384150.0	7004370.0	1656040.0	3275420.0	2886320.0	7061540.0	850968.0	3015400.0	10505900.0	1296130.0	5673460.0	4275980.0	1253110.0	6873030.0	1216300.0	844669.0	7308260.0	2990640.0	3339980.0	2567760.0	5054240.0	760296.0	8084770.0	5427760.0	3889720.0	1761340.0	1246030.0	4305760.0	7386260.0	5944850.0	4633410.0	3353640.0	5910090.0	1799210.0	9393380.0	2448350.0	4849650.0	9278530.0	1898760.0	4363200.0	4596890.0	3708080.0	1700920.0	117391.0	3176150.0	3204090.0	2961960.0	6491680.0	3695610.0	1962890.0	3490230.0	5385100.0	4000830.0	6157720.0	3072130.0	1242160.0	7204590.0	816654.0	879769.0	8815680.0	8525360.0	4066180.0	1991510.0	3105770.0	962894.0	4584750.0	364725.0	2355920.0	5253800.0	3743860.0	1693500.0	1131690.0	2450490.0	4505480.0
268.1141_ 58.7083	384351.0	7320600.0	733609.0	109645.0	2033100.0	8263450.0	861857.0	6684190.0	9451100.0	90376.5	120551.0	9619370.0	4006520.0	8146830.0	6007010.0	6547710.0	240411.0	6406940.0	7969280.0	6685820.0	1682490.0	6889050.0	9463520.0	9651780.0	4921690.0	4812900.0	7136360.0	423817.0	887301.0	5458050.0	9071920.0	219173.0	219261.0	1817420.0	3923080.0	7502910.0	672143.0	5389250.0	2939760.0	8927880.0	8136430.0	5795990.0	1725270.0	2109380.0	7817510.0	8242160.0	551033.0	7734650.0	136488.0	6453640.0	4706700.0	80838.10156	1021390.0	6137060.0	102019.0	5546720.0	6192990.0	5313370.0	4323820.0	1753680.0	69879.5	4828440.0	3222250.0	7405440.0	7842770.0	5091910.0	5932730.0	776451.0	6524800.0	1220910.0	3649620.0	6852610.0	326952.0	9729180.0	10643000.0	111568.0	561587.0	790674.0	936723.0	8555240.0	7917330.0	7975460.0	768554.0	202042.0	5517640.0	7720610.0	7005020.0	3984110.0	130496.0	7861030.0	4122050.0	5178170.0	1313730.0	7383730.0	7451760.0	9018520.0	5493630.0	102423.0	8049320.0	7117020.0	369666.0	1453680.0	1579820.0	5322270.0	706232.0	251763.0	1216610.0	6753350.0
